frame_idx,wall_t,ms_capture,ms_preproc,ms_framediff,ms_total,phase,state,sensor_age_ms
258,1777426367.803927,9.881,2.015,,34.490,,0.005,1.418,20.770,active,tracking,49.02,1.60,0.40,2,1,
259,1777426367.835645,8.464,2.059,,31.576,,,,20.718,settle,tracking,47.35,,,,,1
260,1777426367.870877,11.972,2.055,,35.074,,,,20.710,settle,tracking,49.22,,,,,0
261,1777426367.908721,8.471,2.071,,37.680,,4.719,1.407,20.640,active,tracking,53.72,2.48,0.40,2,1,
262,1777426367.935848,3.891,2.046,,26.994,,,,20.723,settle,tracking,47.46,,,,,1
263,1777426367.969190,10.083,2.034,,33.180,,,,20.732,settle,tracking,47.44,,,,,0
264,1777426368.004077,10.171,2.067,,34.729,,0.005,1.420,20.706,active,tracking,48.97,3.28,0.40,2,1,
265,1777426368.035918,8.494,2.061,,31.699,,,,20.812,settle,tracking,47.44,,,,,1
266,1777426368.069161,9.989,2.033,,33.080,,,,20.723,settle,tracking,47.32,,,,,0
267,1777426368.104053,10.217,2.038,,34.736,,0.006,1.415,20.694,active,tracking,48.86,3.60,0.28,2,1,
268,1777426368.139270,11.641,2.326,,35.075,,,,20.735,settle,tracking,50.70,,,,,1
269,1777426368.169486,6.916,2.006,,30.052,,,,20.742,settle,tracking,47.55,,,,,0
270,1777426368.208940,10.044,2.082,,39.296,,4.682,1.410,20.705,active,tracking,53.66,3.44,-0.44,2,1,
271,1777426368.236839,4.844,2.022,,27.770,,,,20.571,settle,tracking,48.17,,,,,1
272,1777426368.269482,9.358,1.999,,32.478,,,,20.728,settle,tracking,47.45,,,,,0
273,1777426368.304495,10.257,2.057,,34.862,,0.004,1.419,20.763,active,tracking,49.12,3.28,-0.76,2,1,
274,1777426368.336351,8.548,2.061,,31.713,,,,20.769,settle,tracking,47.59,,,,,1
275,1777426368.369848,10.149,2.006,,33.339,,,,20.852,settle,tracking,47.72,,,,,0
276,1777426368.404708,10.095,2.063,,34.702,,0.004,1.424,20.751,active,tracking,49.23,2.92,-0.88,2,1,
